LANG_CODE,పుస్తకం పేరు,బుక్ నేమ్,రచయిత,పబ్లిషర్,PLACE_OF_PUB,PAGINATION,ITEM_RUPEES,YEAR_OF_PUB,BINDING,ISBN,References
TEL,అంతరాలు అంతర్యాలు,ANTARALU ANTHARYALU,BOSUBABU,ADARSA GRANDA MANDALI,VIJAYA WADA,894,252,,,,https://manjulindia.com/telugu.html
TEL,వైతాళికలు,VAITHAALIKALU,ముద్దుకృష్ణ MUDDUKRISHNA,ADARSA GRANDA MANDALI,VIJAYAWADA,894,252,,,,https://manjulindia.com/telugu.html
TEL,నెహ్రూ లేఖలు,నెహ్రు NEHRU LEKHALU,అవసరాల సూర్యరావు SURYARAO AVASARALA,ADARSA GRANDA MANDALI,VIJAYAWADA,923,289,,,,https://manjulindia.com/telugu.html
TEL,పరిమళించిన పున్నమి,PARIMALINCHINA PUNNAMI,RAGHAVA,ADARSA GRANDA MANDALI,VIJAYA WADA,894,296,,,,https://manjulindia.com/telugu.html
TEL,ఇదా స్వతంత్రం (నాటకం),IDASWATANTRAM (NATAKAM),పడాల రామారావు RAMARAO PADALA,ADARSA GRANDA MANDALI,VIJA`YAWADA,894,557,,,,https://manjulindia.com/telugu.html
TEL,మన ఆంధ్రత్వము,MANA ANDRATVAMU,దిగవల్లి వెంకటశివరావు VENKATASIVARAO DIGAVALLI,ADARSA GRANDAMANDALI,VIJAYAWADA,954,131,,,,https://manjulindia.com/telugu.html
TEL,థెరే సా,THERESA,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,ADARSA GRANDAMANDALI,VIJAYAWADA,894,246,,,,https://manjulindia.com/telugu.html
TEL,పాపి కొండలు,PAPI KONDALU,జి.వి.కృష్ణారావు KRISHNARAO G V,ADARSA GRANDAMANDALI,VIJAYAWADA,894,376,,,,https://manjulindia.com/telugu.html
TEL,మన చారిత్రక ప్రదేశాలు (భాగం 4),MANA CHARITRAKA PRADESALU (BHAGAM 4),GOPALAKRISHNA RENTALA,ADARSA GRANDHA MANDALI,VIJAYAWADA,915,64,1968,,,https://manjulindia.com/telugu.html
TEL,కల్పతరువు సుందరకాండ,KALPATARUVU SUNDARA KANDA,వేదాంత కవి VEDANTA KAVI,ADARSA GRANDHA MANDALI,VIJAYAWADA,894,106,,,,https://manjulindia.com/telugu.html
TEL,భారత నాట్యము,BHARAT NATYAMU,బాలసరస్వతి BALASARASWATHI,ADARSA GRANDHA MANDALI,VIJAYAWADA,793,165,,,,https://manjulindia.com/telugu.html
TEL,పెద్ద పెద్ద కళ్ళు,PEDDA PEDDA KALLU,ఎ.ఎస్.హెచ్.కె.ఉపేంద్రనాథ్ UPENDRANADHA ASHK,ADARSA GRANDHA MANDALI,VIJAYAWADA,894,243,,,,https://manjulindia.com/telugu.html
TEL,బాపిరాజు కథలు,BAPIRAJU KATHALU,అడివి బాపిరాజు ADVI BAPI RAJU,ADARSA GRANDHRA MANDALI,VIJAYA VADA,894,370,,,,https://manjulindia.com/telugu.html
TEL,పల్నాటి వీరులు,PALNAATI VEERULU,ఎ.కె.ప్రసాద్ A K PRASAD,ADARSA MANDALI,VIJAYAWADA,894,152,,,,https://manjulindia.com/telugu.html
TEL,పంచశీల లేపస్సిద్ధి,PANCHASEELA LEPASSIDDHI,BHAGAVANTARAO MIKKILINENI,ADARSAVIDYAMANDALI,TENALI,327,80,2002,,,https://manjulindia.com/telugu.html
TEL,కరుణామూర్తి,KARUNAAMURTHI,రామగోపాలకృష్ణ మూర్తి RAMAGOPALAKRISHNA MURTHI,ADARSHA GRANDA MANDALI,VIJAYA VADA,894,48,1943,,,https://manjulindia.com/telugu.html
TEL,ఉమ్మడికొంప (నాటకం ),UMMADI KOMPA (NATAKAM),రామమోహన్ RAMAMOHAN,ADARSHA GRANDA MANDALI,VIJAYAWADA,894,55,1952,,,https://manjulindia.com/telugu.html
TEL,ఇది నాటకం కాదు,IDI NATAKAM KHADU,GARIKAPATI,ADARSHA GRANDA MANDALI,VIJAYAWADA 002,894,61,1959,,,https://manjulindia.com/telugu.html
TEL,పెద సంసారం (సాంఘిక నాటకము ),PEDA SAMSARAM (SANGHIKA NATAKAMU),మలిరెడ్డి వెంకటరంగరెడ్డి VENKATARANGAREDDY MALIREDDY,ADARSHA GRANDA MANDALI,VIJAYAWADA,894,96,,,,https://manjulindia.com/telugu.html
TEL,విప్లవవీరులు,VIPLAVA VEERULU,LINGAYYA GADDE,ADARSHA GRANDA MANDALI,VIJAYAWADA,920,197,,,,https://manjulindia.com/telugu.html
TEL,గుమ్మడి గింజలు (కధల సంపుటి ),GUMMADI GINJALU (KADHALA SAMPUTI),RAO CS,ADARSHA GRANDHA MANDALI,VIJAYAWADA 2,894,152,,,,https://manjulindia.com/telugu.html
TEL,అంబికా విజయము,AMBIKA VIJAYAMU,పురాణపండ రామమూర్తి RAMAMURTHI PURANAPANDA,ADARSHA PRACHURANALU,RAJAMUNDRY,294,60,,,,https://manjulindia.com/telugu.html
TEL,నవభారత దర్శనము,NAVABHARATA DARSHANAMU,జి.కృష్ణ KRISHNA G,ADARSHAVIDYAMANDALI,TENALI,338,103,,,,https://manjulindia.com/telugu.html
TEL,భేమాన్ని పారద్రోలే బక్తి విశ్వశాలు,BHAYANNI PARADROLE BAKTHI VISWASAALU,VAMULET SERNOSEK,ADDAE PALLI AND CO,RAJA MAHENDRAVARAMU,823,56,1955,,,https://manjulindia.com/telugu.html
TEL,లోకులు కాకులు,LOKULU KAKULU,YAGNYASASTRI SOMANCHI,ADDAE PALLI AND CO,RAJAHMUNDRY,894,75,1990,,,https://manjulindia.com/telugu.html
TEL,విజ్ఞ్యాన వికాసం,VIGNYANA VIKASAM,వెంకటరావు వసంతరావు VENKATARAO VASANTARAO,ADDAE PALLI AND CO,RAJAMAHENDRAVARAM,500,104,,,,https://manjulindia.com/telugu.html
TEL,నేతి ఉత్తమ నాటికలు,NETI UTTAMA NATIKALU,శ్రీపాద గోపాలకృష్ణమూర్తి GOPALAకృష్ణమూర్తి KRISHNAMURTHI SRIPADA,ADDAE PALLI AND CO,RAJAHMUNDRY,894,210,,,,https://manjulindia.com/telugu.html
TEL,శ్రీ బగవద్గీత గర్బితి బావ బోధిని,SRI BAGAVADGEETHA GARBITHIBAVA BODINI,VENKATARANUJUNAIDU KOKA,ADDAE PALLI AND CO,RAJAHMUNDRY,294,710,,,,https://manjulindia.com/telugu.html
TEL,తధాగతీయము,TADHAGATHIYAMU,KESHADARAO ADDANKI,ADDANKI KESAVARAO,KOTHAPETA,894,683,,,,https://manjulindia.com/telugu.html
TEL,ఆంధ్ర రచితల,ANDRHA RACHITALA,SATYANARAYANASASTRI MADHUNA PANTULU,ADDAPALLI AND CO,RAJAHMUNDRY,928,545,,,,https://manjulindia.com/telugu.html
TEL,శ్రీ భగవద్గీత గర్బిత భార బొదిని,SRI BHAGAVADGEETHA GARBITHA BARA BODINI,VENKATA RAMANUJAULUNAYUDU KOKA,ADDAPALLI ANDEKO,RAJAHMUNDRY,294,710,,,,https://manjulindia.com/telugu.html
TEL,ఆంధ్ర వచన శివ మహా పురాణము ప్రదమ సంపుటము,ANDHRAVACHANA SIVA MAHA PURANAM PRADAMA SAMPUTAM,LAKSHMI SARASWATHI YDARIPATI,ADDAPALLI ANDEKO,RAJAHMUNDRY,294,740,,,,https://manjulindia.com/telugu.html
TEL,ప్రజాస్వామ్యంపై ధమష్ జేపర్సన్ భావాలు,PRAJASWAMYAM PAI థామస్ DHAMASH JEPARSAN BHAVALU,NARAYANARAO V,ADDEEPALLI AND CO,RAJAMUDNDRY,894,208,,,,https://manjulindia.com/telugu.html
TEL,విజ్ఞాన సీమలు,VIGNANA SEEMALU,VENKATARAO VASANTHAM,ADDEPALI AND CO,RAJAHMUNDRY,500,60,1959,,,https://manjulindia.com/telugu.html
TEL,నీలసుందరి,NELASUNDARI,శ్రీపాద సుబ్రహ్మణ్యశాస్త్రి SUBRAHMANYASASTRI SRIPADA,ADDEPALI AND CO,RAJA MAHENDRAVARAMU,894,174,,,,https://manjulindia.com/telugu.html
TEL,తెలుగు సాహిత్యములో హాస్యరసము,TELUGU SAHITYAMULO HASYARASAMU,TAYARAMMA VEDAVALLI,ADDEPALI AND CO,RAJAMAHEDRAVARAM,894,243,,,,https://manjulindia.com/telugu.html
TEL,ఆంధ్రావచన రఃకనా పరిగానము,ANDHRAVACHANA RACHANAA PARIGAANAMU,గొబ్బూరు వెంకటానంద VENKATANANDA GOBBURU,ADDEPALI AND CO,RAJAMAHENDRAVARAM,894,243,,,,https://manjulindia.com/telugu.html
TEL,అగ్రహారము,AGRAHAARAMU,వెంకటశాస్త్రి VENKATASASTRI SEKAVARAPU,ADDEPALI AND CO,RAJAMAHEDRAVARAM,894,134,,,,https://manjulindia.com/telugu.html
TEL,శతనీతి,SATANEETHI,శ్రీపాద సుబ్రహ్మణ్యశాస్త్రి SUBRAHMANYASASTRI SRIPADA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,30,1915,,,https://manjulindia.com/telugu.html
TEL,విజ్ఞాన స్రవంతి,VIGNANA SRAVANTHI,వెంకటరావు వసంతరావు VENKATARAO VASANTARAO,ADDEPALLI AND CO,RAJAHMUNDRY,894,80,2000,,,https://manjulindia.com/telugu.html
TEL,కృత్రిమ గ్రహాలు,KRUTRIMA GRAHALU,వెంకటరావు వసంతరావు VENKATARAO VASANTARAO,ADDEPALLI AND CO,RAJAHMUNDRY,629,86,2019,,EMESCO1091,https://manjulindia.com/telugu.html
TEL,బాక్సరు యుద్ధము (ఆంగ్లేయులు బంగ్లాదేశము జయించిన కథ ),BACSAR YUDDHAMU (ANGLAYULU BANGLA DESAMU JAYINCHINA KATHA),మొసలికంటి సంజీవరావు SANJEEVARAO MOSALIKANTI,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,954,89,,,,https://manjulindia.com/telugu.html
TEL,అమెరికా సాంస్కృతిక సంగ్రహ చంరిత్ర,AMERIKA SAMSKRUTHIKA SANGRAHA CHARITRA,SINGACHARYA BV,ADDEPALLI AND CO,RAJAHMUNDRY,894,90,,,,https://manjulindia.com/telugu.html
TEL,పారిజాత పహరణము,PARIJATHA PAHARANAMU,NAGఈశ్వరరావు ESWARARAO PUNNAMARAJU,ADDEPALLI AND CO,RAJAHMUNDRY,894,96,,,,https://manjulindia.com/telugu.html
TEL,నిజం,NIJAM,భమిడిపూడి కామేశ్వరరావు KAMESWARARAO BHAMIDIPUDI,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,98,,,,https://manjulindia.com/telugu.html
TEL,ఆధార్శంధ్రులు,ADARSHANDRULU,VENKATASWAMYNAIDU SADHANALA,ADDEPALLI AND CO,RAJAHMUNDRY,920,100,,,,https://manjulindia.com/telugu.html
TEL,శ్రీ మద్రామానామ జపానుబవము,SRI MADRAMANAAMA JAPAANUBAVAMU,TAMMAYYADOSA TRIPURASA,ADDEPALLI AND CO,RAJAHMUNDRY,894,103,,,,https://manjulindia.com/telugu.html
TEL,వియ్యద్విలాసం,VIYYA DWILASAM,వెంకటరావు వసంతరావు VENKATARAO VASANTARAO,ADDEPALLI AND CO,RAJAHMUNDRY,537,105,,,,https://manjulindia.com/telugu.html
TEL,విశ్వకధ వీధి,VISWAKADHA VEEDHI,పురిపాండ అప్పలస్వామి APPALASWAMI PURIPANDA,ADDEPALLI AND CO,RAJAMAHENDRAVARAM,894,106,,,,https://manjulindia.com/telugu.html
TEL,పెళ్ళి ట్రైనింగు (రెండు ఆటలు),PELLI TRAININGU (RENDU AATALU),KAMఈశ్వరరావు ESWARARAO BAMIDIPAATI,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,108,,,,https://manjulindia.com/telugu.html
TEL,ఔరంగజాబు పాదుషా,OURANGAJEBU PADUSHA,మొసలికంటి సంజీవరావు SANJEEVARAO MOSALIKANTI,ADDEPALLI AND CO,RAJAHMUNDRY,923,111,,,,https://manjulindia.com/telugu.html
TEL,అప్పుడు,APPUDU,KAMఈశ్వరరావు ESWARARAO BHAMIDIPUDI,ADDEPALLI AND CO,RAJAHMUNDRY,842,111,,,,https://manjulindia.com/telugu.html
TEL,విశ్వకథవీది,VISWAKATHAVEEDI,పురిపాండ అప్పలస్వామి APPALASWAMY PURIPANDA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,112,,,,https://manjulindia.com/telugu.html
TEL,చిన్నకథలు,CHINNAKATHALU,శ్రీపాద సుబ్రహ్మణ్యశాస్త్రి SUBRAHMANYASASTRI SRIPADA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,112,,,,https://manjulindia.com/telugu.html
TEL,విశ్వకధ వీధి ముదవసంపుటి,VISWAKADHA VEEDHI MUDAVASAMPUTI,పురిపాండ అప్పలస్వామి APPALASWAMI PURIPANDA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,112,,,,https://manjulindia.com/telugu.html
TEL,కాలక్షేపం,KAALAKSHEPAM,KAMఈశ్వరరావు ESWARARAO BAMIDIPAATI,ADDEPALLI AND CO,RAJAHMUNDRY,808,116,,,,https://manjulindia.com/telugu.html
TEL,అన్నీ తగాదాలే,ANNI TAGADAALE,KAMఈశ్వరరావు ESWARARAO BHUMIDIAPATI,ADDEPALLI AND CO,RAJAHMUNDRY,894,118,,,,https://manjulindia.com/telugu.html
TEL,దయ్యలు,DAYYALU,RUKMINAMMA STANAPATHI,ADDEPALLI AND CO,RAJAHMUNDRY,894,120,,,,https://manjulindia.com/telugu.html
TEL,మేజు వాణీ,MEJU VANI,KAMఈశ్వరరావు ESWARARAO BHUMIDIAPATI,ADDEPALLI AND CO,RAJAHMUNDRY,894,122,,,,https://manjulindia.com/telugu.html
TEL,కధానికలు,KADHANIKALU,అను ఎస్.ఆర్.చందూర్ ANU S R CHANDUR,ADDEPALLI AND CO,RAJAHAMANDRY,894,124,,,,https://manjulindia.com/telugu.html
TEL,వుండోవిల్సన్,VUNDOVISAN,PULLAYYA POTTURU,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,925,128,,,,https://manjulindia.com/telugu.html
TEL,మాటవరస,MATA VARASA,KAMESHWARARAO BHAMIDIPATI,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,894,128,,,,https://manjulindia.com/telugu.html
TEL,మాటవరస,MATAVARASA,KAMఈశ్వరరావు ESWARARAO BHAMIDIPUDI,ADDEPALLI AND CO,RAJAHMUNDRY,894,129,,,,https://manjulindia.com/telugu.html
TEL,చిన్నకథలు,CHINNA KATHALU,శ్రీపాద సుబ్రహ్మణ్యశాస్త్రి SUBRAHMANYASASTRI SRIPADA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,136,,,,https://manjulindia.com/telugu.html
TEL,కాలక్షేపం 1,KALAKSHEPAM 1,KAMఈశ్వరరావు ESWARARAO BHAMIDIPUDI,ADDEPALLI AND CO,RAJAHMUNDRY,894,138,,,,https://manjulindia.com/telugu.html
TEL,ఇల్లు పట్టిన వెధ వాడబడుచు,ILLU PATTINA వేద VEDHAVADABADUCHU,SUBRAMANYASASTRY SRI PADA,ADDEPALLI AND CO,RAJAHMUNDRY,894,144,,,,https://manjulindia.com/telugu.html
TEL,కృష్ణ కాంతుని వీలునామా,KRISHNA KANTHUNI VEELUNAAMA,RAMESH K,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,891,151,,,,https://manjulindia.com/telugu.html
TEL,రెండు రెళ్ళు,RENDU RELLU,KAMESWARRAO BAMIDIPATI,ADDEPALLI AND CO,RAJAMAHENDRAVARAM,894,152,,,,https://manjulindia.com/telugu.html
TEL,సేవళిని,SEIVALINI,PARVATEESAM OLETI,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,891,152,,,,https://manjulindia.com/telugu.html
TEL,భారత జనాభా కుటుంబ నియంత్రణ,BHARATA JANABHA KUTUMBA NIYANTRANA,ఎస్.చంద్రశేఖర్ CHANDRASEKHAR,ADDEPALLI AND CO,RAJAHAMANDRY,304,152,,,,https://manjulindia.com/telugu.html
TEL,అమెరికా సంయుక్త రాష్ట్రమలందు విద్యా,AMERICA SAMYUKTA RASTRAMALANDU VIDYA,వి.వి.చలపతిరావు V V CHALAPATHIRAO,ADDEPALLI AND CO,RAJAHMUNDRY,894,159,,,,https://manjulindia.com/telugu.html
TEL,అమెరికా సంయుక్త రాష్త్ర్ర ముందు విద్యా,AMERICA SAMYUKTA RASHTRA MUNDU VIDYA,డి.వి.చలపతిరావు DV CHALAPATHIRAO,ADDEPALLI AND CO,RAJAHMUNDRY,371,159,,,,https://manjulindia.com/telugu.html
TEL,లవంగి,LAVANGI,జొన్నలగడ్డ సత్యనారాయణమూర్తి SATYANARAYANAMURTHI JONNALAGADDA,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,894,163,,,,https://manjulindia.com/telugu.html
TEL,ఇలినాయిస్ లో వెబ్ లింకన్,ILINAYISLO WEBLINKAN,SHERWOOD ROBERT E,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,167,,,,https://manjulindia.com/telugu.html
TEL,చోరాశిఖామని,CHORASIKHAMANI,SRINIVASARAO C,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,891,168,,,,https://manjulindia.com/telugu.html
TEL,ప్రజ రాణి,PRAJA RAANI,SEETAPATHI KOTAMRAJU,ADDEPALLI AND CO,RAJAMAHENDRAVARAM,891,168,,,,https://manjulindia.com/telugu.html
TEL,నీల సుందరి,NEELA SUNDARI,శ్రీపాద సుబ్రహ్మణ్యశాస్త్రి SUBRAHMANYASASTRI SRIPADA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,174,,,,https://manjulindia.com/telugu.html
TEL,నన్నయభట్టు విజ్ఞాననిరతి,NANNAYA BATTU VIGNANANIRATHI,VENKATANANDA RAJAVARAO GOBBURU,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,184,,,,https://manjulindia.com/telugu.html
TEL,అసంబవమ్ అనేది లేధు,ASAMBAVAM ANEDI LEDHU,అను ఓగిరాల వెంకట సుబ్బారావు ANU OGIRAALA VENKATA SUBBRAO,ADDEPALLI AND CO,RAJAHAMANDRY,894,184,,,,https://manjulindia.com/telugu.html
TEL,నన్నయ్య బట్టు విజ్ఞాన నిరతి,NANNAYYA BATTU VIGNANA NIRATHI,VENKATANANDA RAGHAVARAO GOBBARI,ADDEPALLI AND CO,RAJAMAHENDRAVARAM,894,184,,,,https://manjulindia.com/telugu.html
TEL,చిన్న హస్తము,CHINNA HASTAM,SATYANARAYANA MURTHY JONNALAGADDA,ADDEPALLI AND CO,RAJAHMUNDRY,894,185,,,,https://manjulindia.com/telugu.html
TEL,చిన్న హస్తము,CHAINNA HASTAMU,SATYANARAYANAMURTHI JONNLAGADDA,ADDEPALLI AND CO,RAJAHMUNDRY,894,185,,,,https://manjulindia.com/telugu.html
TEL,నెహ్రూ పూర్ణ చరిత్ర,నెహ్రు NEHRU PURNA CHARITRA,నేదునూరి గంగాధరం GANGADARAM NEDUNOORI,ADDEPALLI AND CO,MAHENDRAVARAM,894,186,,,,https://manjulindia.com/telugu.html
TEL,కధానికలు,KADHA NIKALU,అను జొన్నలగడ్డ వెంకటరాధాకృష్ణన్ ANU JONNALAGADDA VENKATARADHAKRISHAN,ADDEPALLI AND CO,RAJAHMUNDRY,894,200,,,,https://manjulindia.com/telugu.html
TEL,దివ్యమూలిక విజ్ఞాన దీపిక,DIVYAMULIKA VIGANANA DEEPIKA,SURYARAO VARADA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,615,210,,,,https://manjulindia.com/telugu.html
TEL,భారతము తిక్కన రచన,BHARATAMU తిక్కన TIKKANA RACHANA,రావు భూపతి RAO BHUPATHI,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,212,,,,https://manjulindia.com/telugu.html
TEL,కథాసరిత్సాగరము,KATHASARITSAGARAMU,బట్టా సోమాదేవి SOMADEVA BATTA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,891,215,,,,https://manjulindia.com/telugu.html
TEL,కార్మికుల గురించి నికేమి తేలివలను,KARMIKULA GURINCHI NIKEMI TELIVALANU,MYERS JAMES LAIDLER HERRY W,ADDEPALLI AND CO,RAJAHMUNDRY,894,220,,,,https://manjulindia.com/telugu.html
TEL,సంజీవి,SANJEEVI,మొసలికంటి సంజీవరావు SANJEEVARAO MOSALIKANTI,ADDEPALLI AND CO,RAJAMAHENDRAVARAM,894,220,,,,https://manjulindia.com/telugu.html
TEL,జీవన ప్రదాతము,JEEVANA PRADAATAMU,RAMABRAHMAM POLAVARAPU,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,894,230,,,,https://manjulindia.com/telugu.html
TEL,రాజద్రోహులా ? స్వతంత్ర వీరుల?,RAJADROHULA? SWATANTRA VEERULA?,VENKATASUBBARAO BULUSU,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,954,232,,,,https://manjulindia.com/telugu.html
TEL,అమెరికా సంయుక్తస్త్ర సంగ్రహ చరిత్ర,AMERICA SAMYUKTA RASTRA SANGRAHA CHARITRA,SINGARACHARY A BV,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,894,232,,,,https://manjulindia.com/telugu.html
TEL,ముణిహారం,MUNIHAARAM,VENKATASUBBARAO BULUSU,ADDEPALLI AND CO,RAJAMAHEDRAVARAM,894,232,,,,https://manjulindia.com/telugu.html
TEL,అనుభవాలు జ్ఞాపకాలు,ANUBHAVALU GNAPAKALU,SUBRAHAMANYASASTRI SRIPADA,ADDEPALLI AND CO,RAJAHMUNDRY,894,255,,,,https://manjulindia.com/telugu.html
TEL,వైద్యక పరిభాష,VAIDYAKA PARIBHASA,శ్రీపాద సుబ్రహ్మణ్యశాస్త్రి SUBRAHMANYASASTRI SRIPADA,ADDEPALLI AND CO,RAJAHMUNDRY,611,256,,,,https://manjulindia.com/telugu.html
TEL,క్షేత్రయ్య పదములు,KSHETRAYYA PADAMULU,విస్సా అప్పారావు APPARAO VISSA,ADDEPALLI AND CO,RAJAMAHENDRAVARAM,783,260,,,,https://manjulindia.com/telugu.html
TEL,వ్యాసరత్నావళి,VYASA RATNAVALI,మల్లాది సూర్యనారాయణశాస్త్రి SURYANARAYANASASTRI MALLADI,ADDEPALLI AND CO,RAJAHMUNDRY,894,268,,,,https://manjulindia.com/telugu.html
TEL,ఇరవై శతభ్ది అమెరికా లో మతం,IRAVAI SHATABDI AMERICA LO MATAM,HERBARTSHINEEDAR LALAS,ADDEPALLI AND CO,RAJAHAMANDRY,894,271,,,,https://manjulindia.com/telugu.html
TEL,వనవాసి,VANAVASI,VIBHUTHIBHUSHANA VANDYOPADYAYA,ADDEPALLI AND CO,RAJA MAHENDRAVARAMU,891,274,,,,https://manjulindia.com/telugu.html
TEL,వ్యవహారిక భాష వ్యాకరణం,VYAVAHARIKA BHASHA VYAKARANAM,వడ్లమూడి గోపాలకృష్ణయ్య GOPALAKRISHNAYYA VADLAMUDI,ADDEPALLI AND CO,RAJAHMUNDRY,894,344,,,,https://manjulindia.com/telugu.html
